

Trajectories
100
,,Carre:Ante_braco1,,,Carre:Ante_braco2,,,Carre:braco2,,,Carre:caneta1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
920,0,20.677,-109.322,248.347,77.0253,43.7428,122.12,-31.5546,175.505,90.8265,-138.21,274.03,209.687
921,0,20.6881,-109.324,248.357,77.0383,43.7633,122.123,-31.5442,175.515,90.7924,-138.242,274.011,209.717
922,0,20.6647,-109.306,248.342,77.0429,43.7574,122.11,-31.5496,175.496,90.7922,-138.239,273.999,209.702
923,0,20.661,-109.307,248.358,77.0335,43.7428,122.12,-31.5796,175.498,90.7888,-138.231,273.986,209.711
924,0,20.6441,-109.336,248.385,77.0421,43.7378,122.118,-31.5962,175.485,90.7893,-138.209,273.99,209.708
925,0,20.6788,-109.317,248.34,77.0338,43.7317,122.12,-31.5728,175.492,90.7833,-138.204,273.943,209.733
926,0,20.6791,-109.328,248.361,77.0214,43.7162,122.116,-31.5914,175.45,90.7884,-138.184,273.958,209.714
927,0,20.6897,-109.339,248.369,77.0764,43.7417,122.113,-31.5724,175.458,90.7872,-138.153,273.947,209.709
928,0,20.6696,-109.35,248.355,77.0455,43.7662,122.118,-31.5986,175.458,90.7657,-138.127,273.924,209.695
929,0,20.6159,-109.301,248.305,77.0876,43.7524,122.12,-31.5756,175.459,90.7457,-138.094,273.924,209.719
930,0,20.6598,-109.324,248.338,77.0473,43.7606,122.125,-31.5794,175.429,90.7495,-138.071,273.922,209.693
931,0,20.6624,-109.298,248.32,77.0863,43.7716,122.142,-31.5803,175.454,90.7618,-138.065,273.907,209.691
932,0,20.6214,-109.331,248.313,77.0885,43.7878,122.15,-31.5558,175.464,90.7715,-138.062,273.887,209.721
933,0,20.6207,-109.327,248.326,77.057,43.7933,122.152,-31.5713,175.461,90.7744,-138.044,273.88,209.7
934,0,20.6477,-109.312,248.307,77.026,43.8024,122.164,-31.5844,175.457,90.7663,-138.007,273.824,209.718
935,0,20.5778,-109.323,248.295,76.9996,43.8202,122.173,-31.5889,175.442,90.7274,-138.025,273.793,209.724
936,0,20.5982,-109.307,248.299,77.0268,43.8305,122.166,-31.6249,175.432,90.7566,-138.009,273.786,209.726
937,0,20.6105,-109.299,248.327,76.9871,43.8288,122.171,-31.6029,175.446,90.7371,-138.033,273.753,209.698
938,0,20.6289,-109.31,248.294,76.9673,43.8363,122.193,-31.594,175.422,90.7405,-137.985,273.744,209.696
939,0,20.6616,-109.326,248.317,76.9899,43.8325,122.199,-31.6075,175.409,90.7464,-138.007,273.739,209.695
940,0,20.6019,-109.295,248.317,76.9767,43.8485,122.21,-31.5839,175.421,90.7371,-137.977,273.735,209.699
941,0,20.5935,-109.292,248.321,76.9845,43.847,122.216,-31.6025,175.42,90.7417,-137.959,273.711,209.683
942,0,20.5782,-109.275,248.354,76.9844,43.8408,122.215,-31.5871,175.432,90.7305,-137.981,273.686,209.67
943,0,20.5711,-109.287,248.327,76.9813,43.8711,122.234,-31.5837,175.415,90.741,-137.952,273.684,209.667
944,0,20.586,-109.266,248.328,76.9991,43.8716,122.231,-31.6096,175.429,90.7231,-137.939,273.664,209.701
945,0,20.5767,-109.258,248.335,76.9705,43.8847,122.214,-31.562,175.437,90.7333,-137.913,273.652,209.68
946,0,20.5734,-109.245,248.377,76.9945,43.8927,122.239,-31.567,175.454,90.7349,-137.898,273.666,209.678
947,0,20.5959,-109.258,248.361,76.9908,43.9193,122.227,-31.5926,175.458,90.736,-137.901,273.67,209.684
948,0,20.6029,-109.259,248.365,77.0179,43.9751,122.221,-31.5455,175.474,90.7276,-137.923,273.675,209.673
949,0,20.644,-109.235,248.321,77.0094,43.9199,122.239,-31.5347,175.485,90.765,-137.966,273.682,209.689
950,0,20.6054,-109.217,248.305,77.0326,43.9673,122.234,-31.5391,175.471,90.7607,-137.975,273.687,209.689
951,0,20.5491,-109.223,248.298,77.0092,43.9345,122.263,-31.5598,175.47,90.7574,-137.987,273.667,209.682
952,0,20.5463,-109.195,248.277,77.0466,43.9227,122.253,-31.5297,175.468,90.7465,-137.99,273.702,209.683
953,0,20.5611,-109.217,248.313,77.041,43.9815,122.212,-31.51,175.486,90.7588,-137.991,273.692,209.669
954,0,20.5203,-109.168,248.286,77.0632,44.001,122.215,-31.5617,175.482,90.7447,-138.003,273.711,209.669
955,0,20.5291,-109.199,248.324,77.0249,43.9715,122.242,-31.5578,175.496,90.7549,-138.017,273.705,209.674
956,0,20.5606,-109.154,248.302,76.991,43.9992,122.254,-31.543,175.52,90.7525,-138.045,273.69,209.689
957,0,20.5485,-109.121,248.329,77.0522,44.0261,122.222,-31.5147,175.521,90.7503,-138.056,273.695,209.674
958,0,20.5324,-109.085,248.332,77.0137,44.0109,122.243,-31.4998,175.534,90.7546,-138.034,273.723,209.709
959,0,20.5555,-109.087,248.315,77.0414,44.0046,122.255,-31.5205,175.532,90.7485,-138.051,273.701,209.679
960,0,20.5454,-109.136,248.363,77.0171,43.9995,122.239,-31.5017,175.521,90.7518,-138.046,273.698,209.701
961,0,20.5313,-109.099,248.34,77.0256,44.0017,122.244,-31.5053,175.512,90.7415,-138.051,273.663,209.711
962,0,20.5892,-109.091,248.377,77.0683,44.0126,122.234,-31.4753,175.516,90.7548,-138.032,273.655,209.688
963,0,20.5479,-109.1,248.371,77.0692,43.9913,122.241,-31.4901,175.511,90.7581,-138.027,273.638,209.704
964,0,20.5546,-109.1,248.388,77.0405,44.0216,122.229,-31.487,175.534,90.7411,-137.998,273.639,209.707
965,0,20.5296,-109.07,248.373,77.0606,44.0115,122.239,-31.5039,175.536,90.7135,-138.027,273.619,209.704
966,0,20.5212,-109.062,248.382,77.034,44.025,122.245,-31.4998,175.528,90.7269,-138.018,273.616,209.7
967,0,20.5268,-109.033,248.393,77.0079,44.0542,122.224,-31.5194,175.544,90.7433,-138.033,273.612,209.712
968,0,20.5125,-109.039,248.392,77.0556,44.0551,122.236,-31.5274,175.535,90.7292,-138.015,273.603,209.71
969,0,20.5114,-109.027,248.385,77.0202,44.0535,122.25,-31.5161,175.535,90.7255,-138.014,273.591,209.725
970,0,20.5064,-108.987,248.392,77.043,44.0674,122.234,-31.5363,175.546,90.7136,-138,273.591,209.721
971,0,20.5212,-109.017,248.424,77.0315,44.1151,122.241,-31.4949,175.544,90.742,-138.036,273.573,209.758
972,0,20.5619,-108.985,248.446,77.0446,44.0522,122.245,-31.5094,175.536,90.7438,-138.025,273.57,209.748
973,0,20.4577,-108.992,248.397,77.0676,44.0935,122.214,-31.5088,175.528,90.7399,-138.024,273.55,209.735
974,0,20.4751,-108.966,248.418,77.0593,44.0479,122.245,-31.5417,175.523,90.7283,-138.039,273.536,209.725
975,0,20.5015,-108.97,248.429,77.0704,44.0977,122.22,-31.5459,175.515,90.7281,-138.07,273.551,209.742
976,0,20.492,-108.972,248.422,77.0622,44.0836,122.22,-31.4892,175.53,90.7277,-138.092,273.55,209.721
977,0,20.4772,-108.972,248.437,77.0488,44.0963,122.229,-31.5027,175.545,90.7394,-138.069,273.576,209.738
978,0,20.4598,-108.95,248.421,76.7999,43.8331,122.245,-31.4933,175.53,90.7544,-138.057,273.566,209.719
979,0,20.5022,-108.978,248.442,77.0423,44.0843,122.238,-31.531,175.516,90.7373,-138.04,273.568,209.738
980,0,20.4022,-108.952,248.386,77.0127,44.0785,122.238,-31.5042,175.507,90.7313,-138.032,273.544,209.73
981,0,20.4351,-108.971,248.418,77.011,44.0409,122.221,-31.511,175.507,90.7362,-138.029,273.525,209.726
982,0,20.484,-108.985,248.452,77.0092,44.0291,122.226,-31.5011,175.508,90.7434,-138.036,273.527,209.746
983,0,20.4415,-108.956,248.431,77.0335,44.0701,122.231,-31.5158,175.532,90.7379,-138.051,273.557,209.727
984,0,20.399,-108.95,248.451,77.0169,44.0859,122.224,-31.5162,175.566,90.7409,-138.04,273.583,209.732
985,0,20.4121,-108.931,248.446,77.0344,44.1085,122.208,-31.4869,175.561,90.7454,-138.096,273.587,209.738
986,0,20.4123,-108.899,248.478,76.7548,43.8854,122.21,-31.5063,175.571,90.729,-138.088,273.592,209.734
987,0,20.3563,-108.867,248.48,76.9758,44.105,122.22,-31.4943,175.573,90.7275,-138.076,273.617,209.726
988,0,20.3844,-108.856,248.502,76.7299,43.9007,122.216,-31.5051,175.575,90.7342,-138.09,273.623,209.749
989,0,20.3818,-108.872,248.526,76.6941,43.88,122.21,-31.4939,175.584,90.7341,-138.071,273.607,209.729
990,0,20.4028,-108.867,248.541,76.6966,43.8792,122.222,-31.4952,175.601,90.7318,-138.084,273.619,209.745
991,0,20.3758,-108.865,248.558,76.6582,43.8893,122.222,-31.4699,175.605,90.7371,-138.083,273.628,209.75
992,0,20.374,-108.845,248.537,76.587,43.8901,122.209,-31.5012,175.603,90.724,-138.043,273.62,209.769
993,0,20.3935,-108.821,248.563,76.5772,43.9007,122.221,-31.4914,175.603,90.7063,-138.06,273.595,209.786
994,0,20.3689,-108.834,248.624,76.5342,43.9078,122.229,-31.5023,175.603,90.7028,-138.025,273.549,209.787
995,0,20.4051,-108.84,248.678,76.5077,43.907,122.234,-31.5313,175.605,90.6841,-137.996,273.537,209.806
996,0,20.3633,-108.757,248.652,76.4778,43.8954,122.24,-31.5294,175.617,90.6671,-138.003,273.481,209.817
997,0,20.3466,-108.8,248.696,76.4524,43.9198,122.227,-31.5412,175.625,90.6625,-137.991,273.49,209.807
998,0,20.3692,-108.778,248.77,76.4172,43.9031,122.242,-31.5111,175.637,90.6669,-137.991,273.469,209.816
999,0,20.4012,-108.763,248.787,76.3808,43.8996,122.243,-31.561,175.615,90.6467,-137.974,273.483,209.798
1000,0,20.3833,-108.747,248.809,76.3566,43.8882,122.241,-31.5568,175.597,90.6337,-138.018,273.479,209.819
1001,0,20.376,-108.757,248.843,76.3255,43.8354,122.247,-31.5894,175.564,90.6461,-138.036,273.451,209.821
1002,0,20.3611,-108.755,248.892,76.2924,43.8231,122.239,-31.5791,175.579,90.6526,-138.031,273.448,209.806
1003,0,20.3869,-108.752,248.89,76.2845,43.8009,122.249,-31.5832,175.565,90.6444,-138.069,273.451,209.828
1004,0,20.4125,-108.731,248.924,76.2783,43.7723,122.241,-31.5924,175.551,90.6405,-138.094,273.467,209.818
1005,0,20.424,-108.713,248.971,76.3172,43.7924,122.237,-31.5721,175.562,90.6401,-138.13,273.464,209.827
1006,0,20.4256,-108.723,248.973,76.3193,43.8009,122.249,-31.5734,175.582,90.6502,-138.134,273.481,209.836
1007,0,20.3953,-108.65,248.961,76.2897,43.8062,122.249,-31.5235,175.599,90.6374,-138.188,273.484,209.829
1008,0,20.3594,-108.6,248.924,76.329,43.8334,122.236,-31.5615,175.603,90.6471,-138.193,273.494,209.834
1009,0,20.3498,-108.613,248.982,76.3068,43.8739,122.24,-31.542,175.612,90.6364,-138.18,273.493,209.845
1010,0,20.3328,-108.591,248.982,76.3033,43.8797,122.233,-31.559,175.629,90.6353,-138.186,273.51,209.809
1011,0,20.2874,-108.547,248.966,76.3159,43.8962,122.221,-31.548,175.619,90.6544,-138.206,273.517,209.814
1012,0,20.2611,-108.485,248.965,76.3133,43.8979,122.208,-31.5614,175.621,90.6397,-138.202,273.522,209.793
1013,0,20.2446,-108.478,248.976,76.2892,43.8993,122.221,-31.5521,175.64,90.6421,-138.206,273.524,209.802
1014,0,20.2272,-108.414,248.993,76.2803,43.912,122.196,-31.5262,175.662,90.6514,-138.226,273.533,209.8
1015,0,20.2186,-108.412,249.041,76.2615,43.9379,122.199,-31.5536,175.667,90.624,-138.226,273.517,209.832
1016,0,20.1564,-108.361,249.049,76.2687,43.9372,122.193,-31.5366,175.664,90.6305,-138.189,273.522,209.823
1017,0,20.1182,-108.333,249.092,76.2437,43.9567,122.21,-31.5576,175.67,90.6282,-138.207,273.511,209.835
1018,0,20.0931,-108.317,249.114,76.2435,43.9576,122.203,-31.5285,175.651,90.6399,-138.207,273.506,209.839
1019,0,20.0153,-108.239,249.087,76.2326,43.9723,122.199,-31.547,175.644,90.6249,-138.176,273.499,209.854
1020,0,19.9873,-108.253,249.142,76.1911,43.9659,122.181,-31.5364,175.638,90.6149,-138.208,273.498,209.847
1021,0,19.9428,-108.186,249.135,76.2112,43.972,122.161,-31.586,175.617,90.6205,-138.218,273.443,209.863
1022,0,19.9241,-108.155,249.146,76.1932,43.9592,122.151,-31.5759,175.632,90.5933,-138.234,273.444,209.846
1023,0,19.9077,-108.112,249.145,76.1992,43.9832,122.128,-31.5642,175.616,90.6033,-138.187,273.445,209.841
1024,0,19.8755,-108.149,249.225,76.2002,43.981,122.117,-31.5996,175.626,90.6002,-138.214,273.452,209.855
1025,0,19.8826,-108.12,249.231,76.1918,43.9701,122.122,-31.5482,175.625,90.5917,-138.211,273.472,209.843
1026,0,19.8396,-108.094,249.228,76.1755,43.9797,122.125,-31.5772,175.595,90.581,-138.207,273.497,209.802
1027,0,20.1775,-107.873,249.186,76.1684,43.9642,122.115,-31.5614,175.588,90.569,-138.176,273.489,209.843
1028,0,19.8476,-108.075,249.262,76.1265,43.9967,122.1,-31.5859,175.59,90.5839,-138.167,273.51,209.849
1029,0,19.7876,-108.03,249.237,76.112,43.9588,122.114,-31.5766,175.589,90.5835,-138.168,273.512,209.847
1030,0,20.0401,-107.835,249.162,76.1182,43.9789,122.083,-31.593,175.577,90.5811,-138.121,273.462,209.852
1031,0,20.0405,-107.871,249.244,76.1426,43.9664,122.071,-31.5881,175.568,90.5751,-138.119,273.456,209.864
1032,0,20.0386,-107.838,249.237,76.1242,43.9545,122.083,-31.6229,175.557,90.5657,-138.096,273.407,209.886
1033,0,20.1034,-107.794,249.303,76.1253,43.9491,122.076,-31.5834,175.552,90.5498,-138.062,273.378,209.893
1034,0,20.072,-107.799,249.302,76.1477,43.9527,122.09,-31.5944,175.558,90.58,-138.048,273.351,209.903
1035,0,20.1089,-107.812,249.329,76.123,43.9683,122.085,-31.587,175.56,90.5835,-138.014,273.296,209.938
1036,0,20.0732,-107.812,249.344,76.1279,43.9458,122.118,-31.5822,175.543,90.5739,-137.979,273.278,209.973
1037,0,20.0982,-107.813,249.334,76.121,43.9163,122.106,-31.578,175.536,90.5841,-137.903,273.279,209.993
1038,0,20.057,-107.814,249.349,76.1064,43.8987,122.097,-31.5487,175.551,90.5751,-137.863,273.259,209.998
1039,0,20.0381,-107.805,249.338,76.0947,43.9006,122.082,-31.5681,175.553,90.5718,-137.823,273.271,209.999
1040,0,20.0368,-107.811,249.353,76.0969,43.9109,122.058,-31.5871,175.566,90.5564,-137.821,273.25,210.016
1041,0,19.9981,-107.828,249.358,76.0967,43.8955,122.073,-31.5696,175.56,90.5609,-137.799,273.27,210.002
1042,0,20.019,-107.801,249.304,76.0977,43.9119,122.079,-31.5923,175.545,90.5585,-137.798,273.25,210.028
1043,0,20.0247,-107.776,249.346,76.088,43.9269,122.071,-31.5935,175.552,90.5753,-137.791,273.25,210.003
1044,0,19.9907,-107.762,249.305,76.0866,43.9309,122.081,-31.6123,175.551,90.5794,-137.837,273.285,209.99
1045,0,19.98,-107.779,249.321,76.0824,43.9151,122.086,-31.5556,175.567,90.5744,-137.872,273.268,209.991
1046,0,19.9528,-107.78,249.315,76.0777,43.9291,122.085,-31.5686,175.57,90.553,-137.901,273.284,209.987
1047,0,19.9766,-107.778,249.301,76.0482,43.9242,122.087,-31.5891,175.575,90.5589,-137.892,273.298,209.985
1048,0,19.9444,-107.793,249.308,76.0556,43.9213,122.08,-31.6219,175.563,90.5633,-137.928,273.3,210.002
1049,0,19.9726,-107.809,249.31,76.0875,43.9262,122.059,-31.5734,175.566,90.5551,-137.903,273.318,209.996
1050,0,19.9317,-107.808,249.3,76.0807,43.9271,122.056,-31.5701,175.562,90.5558,-137.947,273.27,210.005
1051,0,19.9767,-107.8,249.281,76.0857,43.934,122.077,-31.5825,175.589,90.5632,-137.869,273.282,210.017
1052,0,19.9599,-107.828,249.322,76.1088,43.937,122.077,-31.5891,175.58,90.5625,-137.87,273.259,210.032
1053,0,19.9305,-107.785,249.258,76.0955,43.9319,122.088,-31.5459,175.576,90.5666,-137.873,273.233,210.054
1054,0,19.9398,-107.79,249.284,76.09,43.9404,122.093,-31.5408,175.568,90.5533,-137.869,273.263,210.064
1055,0,19.9198,-107.792,249.266,76.0757,43.9271,122.088,-31.5911,175.576,90.555,-137.85,273.254,210.05
1056,0,19.8823,-107.811,249.269,76.0622,43.929,122.061,-31.601,175.579,90.5584,-137.842,273.244,210.04
1057,0,19.8655,-107.809,249.288,76.0344,43.9172,122.059,-31.5908,175.572,90.548,-137.838,273.216,210.065
1058,0,19.9234,-107.792,249.267,76.0248,43.9208,122.016,-31.5787,175.57,90.5334,-137.817,273.225,210.044
1059,0,19.8034,-107.773,249.26,76.0144,43.9282,121.991,-31.5906,175.578,90.5138,-137.826,273.22,210.064
1060,0,19.8036,-107.776,249.296,76.03,43.9252,122.004,-31.6007,175.565,90.5117,-137.838,273.235,210.047
1061,0,19.7718,-107.768,249.321,76.002,43.9388,122,-31.6051,175.568,90.5039,-137.849,273.249,210.037
1062,0,19.7641,-107.751,249.319,76.0235,43.9152,122.041,-31.5995,175.556,90.4985,-137.877,273.274,210.047
1063,0,19.7615,-107.736,249.315,76.0233,43.8674,121.976,-31.5957,175.564,90.4982,-137.882,273.294,210.028
1064,0,19.7821,-107.725,249.273,75.9972,43.9408,121.993,-31.5731,175.565,90.4935,-137.901,273.31,210.009
1065,0,19.7636,-107.758,249.274,76.0127,43.83,121.995,-31.6208,175.58,90.4848,-137.926,273.307,210.014
1066,0,19.7668,-107.721,249.286,75.9879,43.9231,122.026,-31.6474,175.556,90.4983,-137.902,273.31,209.997
1067,0,19.7642,-107.77,249.261,75.9987,43.85,121.962,-31.623,175.561,90.498,-137.915,273.251,209.999
1068,0,19.7942,-107.758,249.272,76.0089,43.9051,121.999,-31.6053,175.572,90.5046,-137.879,273.258,209.996
1069,0,19.8251,-107.756,249.287,75.9896,43.9218,121.979,-31.5966,175.564,90.4861,-137.889,273.272,209.975
1070,0,19.7903,-107.768,249.277,76.002,43.9325,121.99,-31.6134,175.564,90.51,-137.891,273.299,209.999
1071,0,19.7492,-107.764,249.234,76.0266,43.9274,121.992,-31.6105,175.581,90.5052,-137.86,273.312,209.989
1072,0,19.7972,-107.735,249.213,76.0306,43.9252,122.021,-31.6091,175.58,90.4974,-137.926,273.318,209.96
1073,0,19.755,-107.756,249.228,76.0217,43.9203,122.026,-31.5779,175.59,90.4888,-137.885,273.322,209.991
1074,0,19.7318,-107.784,249.211,76.0261,43.9304,122.025,-31.5809,175.605,90.483,-137.911,273.286,209.964
1075,0,19.7384,-107.776,249.209,76.0275,43.9295,122.006,-31.6001,175.589,90.5007,-137.956,273.292,209.931
1076,0,19.6987,-107.775,249.207,76.0035,43.9197,122.002,-31.5891,175.577,90.5023,-137.974,273.29,209.921
1077,0,19.7208,-107.734,249.159,76.0208,43.9416,121.962,-31.5679,175.6,90.4868,-138.001,273.32,209.896
1078,0,19.7097,-107.744,249.17,76.0534,43.8261,121.989,-31.5945,175.597,90.529,-137.99,273.319,209.889
1079,0,19.6927,-107.791,249.152,76.0317,43.9079,121.991,-31.5972,175.579,90.5217,-138.01,273.348,209.906
1080,0,19.6766,-107.79,249.168,76.0075,43.9229,121.973,-31.5874,175.586,90.5019,-138.011,273.346,209.888
1081,0,19.6785,-107.784,249.157,75.9914,43.9011,121.964,-31.6096,175.551,90.5067,-138.036,273.324,209.897
1082,0,19.3881,-107.98,249.222,76.0087,43.9187,121.937,-31.6095,175.544,90.4846,-138.054,273.343,209.904
1083,0,19.6642,-107.847,249.17,75.992,43.9024,121.913,-31.5953,175.553,90.4917,-138.044,273.346,209.895
1084,0,19.3799,-108.001,249.258,75.9822,43.8759,121.924,-31.5942,175.551,90.4942,-138.065,273.374,209.906
1085,0,19.394,-107.997,249.249,75.9602,43.8658,121.92,-31.609,175.558,90.493,-138.066,273.384,209.886
1086,0,19.695,-107.787,249.167,75.9854,43.849,121.905,-31.5899,175.567,90.4783,-138.064,273.385,209.844
1087,0,19.63,-107.809,249.172,75.9602,43.8639,121.887,-31.6047,175.548,90.4859,-138.065,273.401,209.856
1088,0,19.6397,-107.809,249.179,75.9304,43.8619,121.894,-31.6471,175.525,90.4718,-138.051,273.379,209.857
1089,0,19.5844,-107.798,249.198,75.9201,43.8462,121.865,-31.6392,175.514,90.4655,-138.034,273.369,209.847
1090,0,19.5504,-107.769,249.171,75.8938,43.8419,121.856,-31.6391,175.512,90.4752,-138.009,273.368,209.863
1091,0,19.5265,-107.791,249.219,75.8766,43.8423,121.863,-31.6521,175.476,90.44,-137.968,273.358,209.861
1092,0,19.4773,-107.799,249.187,75.8688,43.8651,121.838,-31.64,175.534,90.4535,-137.986,273.348,209.853
1093,0,19.1688,-107.919,249.262,75.8643,43.8699,121.829,-31.6458,175.552,90.4645,-137.982,273.381,209.84
1094,0,19.1585,-107.938,249.245,75.8592,43.874,121.814,-31.6613,175.545,90.4515,-137.979,273.415,209.838
1095,0,19.4485,-107.766,249.143,75.875,43.8584,121.814,-31.6639,175.562,90.444,-137.933,273.476,209.824
1096,0,19.438,-107.773,249.108,75.8764,43.8888,121.805,-31.6413,175.543,90.455,-137.971,273.489,209.831
1097,0,19.4332,-107.731,249.111,75.8588,43.8755,121.806,-31.6674,175.577,90.4383,-137.97,273.52,209.807
1098,0,19.3985,-107.737,249.069,75.8189,43.8778,121.774,-31.6474,175.563,90.461,-137.976,273.54,209.767
1099,0,19.3743,-107.766,249.096,75.8324,43.8694,121.765,-31.6551,175.577,90.435,-137.988,273.551,209.764
1100,0,19.3405,-107.772,249.065,75.8543,43.8677,121.776,-31.6481,175.559,90.4461,-137.997,273.557,209.737
1101,0,19.3043,-107.76,249.04,75.8472,43.8641,121.759,-31.6421,175.558,90.4192,-138.059,273.589,209.734
1102,0,19.0687,-107.931,249.134,75.8851,43.8675,121.75,-31.674,175.567,90.4642,-138.036,273.604,209.72
1103,0,19.048,-107.894,249.171,75.8757,43.8801,121.768,-31.6541,175.591,90.4418,-138.068,273.616,209.708
1104,0,19.3135,-107.673,249.059,75.8531,43.8816,121.756,-31.6451,175.574,90.445,-138.063,273.616,209.693
1105,0,19.0645,-107.863,249.192,75.8558,43.8857,121.764,-31.6551,175.577,90.4567,-138.086,273.619,209.693
1106,0,19.2907,-107.718,249.043,75.8437,43.8673,121.761,-31.6554,175.584,90.4602,-138.101,273.625,209.69
1107,0,19.0342,-107.891,249.17,75.8092,43.8664,121.765,-31.6327,175.588,90.4577,-138.118,273.597,209.695
1108,0,19.3421,-107.706,249.096,75.8085,43.8698,121.747,-31.6625,175.553,90.4585,-138.093,273.593,209.709
1109,0,19.0123,-107.919,249.154,75.8363,43.8675,121.739,-31.6581,175.547,90.4208,-138.106,273.633,209.687
1110,0,19.3501,-107.724,249.063,75.8216,43.8465,121.737,-31.6453,175.559,90.4503,-138.074,273.611,209.709
1111,0,19.2813,-107.748,249.064,75.8214,43.8481,121.744,-31.6464,175.548,90.4602,-138.094,273.623,209.695
1112,0,19.0133,-107.914,249.126,75.8399,43.8415,121.745,-31.6624,175.546,90.4425,-138.087,273.611,209.703
1113,0,19.3022,-107.723,249.055,75.8204,43.8424,121.746,-31.6359,175.555,90.4426,-138.096,273.622,209.651
1114,0,18.9806,-107.96,249.127,75.8544,43.8506,121.76,-31.6606,175.55,90.4319,-138.094,273.615,209.688
1115,0,19.2938,-107.798,249.033,75.8393,43.8489,121.768,-31.6575,175.539,90.4425,-138.095,273.61,209.664
